TransactionID,EquipmentID,CustomerID,StartDate,EndDate,RentalDays,DailyRate,BaseRevenue,ActualRevenue,Status,load_timestamp,source_file,pipeline_run_id,quarantined,quarantine_reason
TXN01142,EQ013,CUST010,2024-11-16,2024-11-30,14.0,220,3080,2818.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01084,TXN01142"
TXN01220,EQ013,CUST009,2025-01-06,2025-01-13,7.0,220,1540,1540.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01220,TXN01197"
TXN01197,EQ013,CUST014,2025-01-11,2025-01-16,5.0,220,1100,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01197,TXN01224"
TXN01224,EQ013,CUST009,2025-01-13,2025-01-18,5.0,220,1100,1045.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01197,TXN01224"
TXN01212,EQ013,CUST011,2025-01-27,2025-02-17,21.0,220,4620,3927.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01212,TXN01210"
TXN01210,EQ013,CUST005,2025-01-28,2025-02-02,5.0,220,1100,1430.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01212,TXN01210"
TXN01048,EQ014,CUST014,2024-10-01,2024-10-06,5.0,220,1100,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01080,EQ014,CUST009,2024-10-18,2024-11-08,21.0,220,4620,3927.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01080,TXN01120"
TXN01120,EQ014,CUST006,2024-11-04,2024-11-09,5.0,220,1100,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01080,TXN01120"
TXN01123,EQ014,CUST001,2024-11-12,2024-11-15,3.0,220,660,660.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01126,EQ014,CUST002,2024-11-27,2024-11-30,3.0,220,660,627.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01176,EQ014,CUST006,2024-12-13,2025-01-03,21.0,220,4620,4620.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01176,TXN01161"
TXN01161,EQ014,CUST011,2024-12-16,2024-12-18,2.0,220,440,440.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01176,TXN01161"
TXN01229,EQ014,CUST011,2025-01-15,2025-02-05,21.0,220,4620,4408.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01229,TXN01183"
TXN01183,EQ014,CUST014,2025-01-25,2025-02-01,7.0,220,1540,1463.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01229,TXN01183"
TXN01017,EQ015,CUST009,2024-09-18,2024-09-23,5.0,280,1400,1330.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01083,EQ015,CUST003,2024-10-13,2024-10-15,2.0,280,560,874.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01083,TXN01096"
TXN01096,EQ015,CUST010,2024-10-13,2024-10-27,14.0,280,3920,3924.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01083,TXN01096"
TXN01144,EQ015,CUST006,2024-11-10,2024-12-10,30.0,280,8400,8400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01144,TXN01109"
TXN01109,EQ015,CUST005,2024-11-14,2024-12-12,28.0,280,7840,7448.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01144,TXN01109"
TXN01205,EQ015,CUST010,2025-01-26,2025-02-02,7.0,280,1960,1862.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01205,TXN01240"
TXN01240,EQ015,CUST010,2025-01-28,2025-02-04,7.0,280,1960,1862.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01205,TXN01240"
TXN01081,EQ016,CUST001,2024-10-22,2024-10-29,7.0,280,1960,1960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01128,EQ016,CUST004,2024-11-05,2024-11-12,7.0,280,1960,2110.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01106,EQ016,CUST008,2024-11-06,2024-11-13,7.0,280,1960,2112.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01128,TXN01106"
TXN01131,EQ016,CUST006,2024-11-25,2024-11-30,5.0,280,1400,1400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01219,EQ016,CUST015,2025-01-12,2025-02-02,21.0,280,5880,5880.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01219,TXN01226"
TXN01226,EQ016,CUST012,2025-01-25,2025-02-15,21.0,280,5880,5880.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01219,TXN01226"
TXN01038,EQ017,CUST003,2024-09-17,2024-09-19,2.0,180,360,342.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01171,EQ017,CUST004,2024-12-02,2024-12-30,28.0,180,5040,4788.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01222,EQ017,CUST014,2025-01-03,2025-01-05,2.0,180,360,510.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01222,TXN01189"
TXN01189,EQ017,CUST002,2025-01-04,2025-01-09,5.0,180,900,900.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01189,TXN01190"
TXN01190,EQ017,CUST011,2025-01-08,2025-01-13,5.0,180,900,900.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01190,TXN01228"
TXN01228,EQ017,CUST007,2025-01-10,2025-01-12,2.0,180,360,360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01190,TXN01228"
TXN01208,EQ017,CUST009,2025-01-12,2025-01-26,14.0,180,2520,2394.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01208,TXN01186"
TXN01186,EQ017,CUST004,2025-01-15,2025-01-20,5.0,180,900,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01186,TXN01198"
TXN01198,EQ017,CUST011,2025-01-17,2025-01-19,2.0,180,360,360.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01198,TXN01232"
TXN01232,EQ017,CUST009,2025-01-17,2025-01-24,7.0,180,1260,1197.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01232,TXN01242"
TXN01242,EQ017,CUST004,2025-01-17,2025-01-22,5.0,180,900,1100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01232,TXN01242"
TXN01001,EQ018,CUST002,2024-09-02,2024-09-16,14.0,180,2520,2418.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01001,TXN01025"
TXN01025,EQ018,CUST013,2024-09-07,2024-09-21,14.0,180,2520,2394.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01025,TXN01006"
TXN01006,EQ018,CUST005,2024-09-20,2024-10-11,21.0,180,3780,3591.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01006,TXN01018"
TXN01018,EQ018,CUST013,2024-09-21,2024-09-26,5.0,180,900,1150.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01006,TXN01018"
TXN01011,EQ018,CUST004,2024-09-27,2024-10-11,14.0,180,2520,2268.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01011,TXN01065"
TXN01065,EQ018,CUST014,2024-10-10,2024-10-11,1.0,180,180,180.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01011,TXN01065"
TXN01061,EQ018,CUST011,2024-10-24,2024-11-07,14.0,180,2520,2142.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01101,EQ018,CUST009,2024-11-24,2024-11-29,5.0,180,900,900.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01179,EQ018,CUST009,2024-12-04,2024-12-09,5.0,180,900,900.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01040,EQ019,CUST010,2024-09-03,2024-09-04,1.0,180,180,180.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01027,EQ019,CUST009,2024-09-08,2024-09-13,5.0,180,900,855.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01095,EQ019,CUST005,2024-10-08,2024-10-13,5.0,180,900,1105.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01169,EQ019,CUST006,2024-12-09,2024-12-10,1.0,180,180,547.3,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01146,EQ019,CUST005,2024-12-10,2025-01-09,30.0,180,5400,4860.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01146,TXN01174"
TXN01174,EQ019,CUST009,2024-12-13,2024-12-27,14.0,180,2520,2394.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01146,TXN01174"
TXN01201,EQ019,CUST013,2025-01-22,2025-01-29,7.0,180,1260,1260.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01073,EQ020,CUST014,2024-10-17,2024-10-31,14.0,320,4480,4480.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01073,TXN01091"
TXN01091,EQ020,CUST013,2024-10-19,2024-10-21,2.0,320,640,608.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01073,TXN01091"
TXN01115,EQ020,CUST012,2024-11-10,2024-12-01,21.0,320,6720,6920.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01167,EQ020,CUST001,2024-12-05,2024-12-10,5.0,320,1600,1600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01216,EQ020,CUST003,2025-01-05,2025-01-19,14.0,320,4480,3958.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01200,EQ020,CUST003,2025-01-21,2025-02-11,21.0,320,6720,6298.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01013,EQ021,CUST008,2024-09-05,2024-09-08,3.0,320,960,960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01000,EQ021,CUST002,2024-09-09,2024-09-10,1.0,320,320,320.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01020,EQ021,CUST005,2024-09-17,2024-10-08,21.0,320,6720,4982.7,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01020,TXN01244"
TXN01244,EQ021,CUST005,2024-09-19,2024-10-10,21.0,320,6720,5862.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01244,TXN01042"
TXN01042,EQ021,CUST005,2024-09-25,2024-10-02,7.0,320,2240,2128.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01244,TXN01042"
TXN01086,EQ021,CUST001,2024-10-08,2024-10-29,21.0,320,6720,5712.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01086,TXN01066"
TXN01066,EQ021,CUST006,2024-10-15,2024-10-22,7.0,320,2240,2240.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01086,TXN01066"
TXN01045,EQ021,CUST009,2024-10-27,2024-10-28,1.0,320,320,320.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01134,EQ021,CUST003,2024-11-02,2024-11-09,7.0,320,2240,2240.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01136,EQ021,CUST003,2024-11-26,2024-11-28,2.0,320,640,640.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01136,TXN01114"
TXN01114,EQ021,CUST003,2024-11-27,2024-12-25,28.0,320,8960,10095.8,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01114,TXN01137"
TXN01137,EQ021,CUST002,2024-11-28,2024-12-26,28.0,320,8960,8960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01137,TXN01150"
TXN01150,EQ021,CUST001,2024-12-15,2024-12-20,5.0,320,1600,1520.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01137,TXN01150"
TXN01233,EQ021,CUST007,2025-01-09,2025-02-08,30.0,320,9600,8640.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01233,TXN01206"
TXN01206,EQ021,CUST004,2025-01-16,2025-01-21,5.0,320,1600,1600.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01233,TXN01206"
TXN01235,EQ021,CUST003,2025-01-22,2025-02-12,21.0,320,6720,6720.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01062,EQ022,CUST015,2024-10-11,2024-10-16,5.0,450,2250,2137.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01064,EQ022,CUST007,2024-10-29,2024-11-12,14.0,450,6300,5355.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01064,TXN01118"
TXN01118,EQ022,CUST014,2024-11-02,2024-11-07,5.0,450,2250,2250.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01064,TXN01118"
TXN01143,EQ022,CUST001,2024-11-15,2024-12-13,28.0,450,12600,11970.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01143,TXN01113"
TXN01113,EQ022,CUST004,2024-11-26,2024-12-24,28.0,450,12600,10710.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01113,TXN01156"
TXN01156,EQ022,CUST012,2024-12-19,,,450,6300,6300.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01156,TXN01163"
TXN01163,EQ022,CUST006,2024-12-21,2024-12-28,7.0,450,3150,3350.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01163,TXN01149"
TXN01149,EQ022,CUST013,2024-12-22,2025-01-05,14.0,450,6300,5355.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,Active but has EndDate
TXN01193,EQ022,CUST013,2025-01-13,2025-01-18,5.0,450,2250,2137.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01050,EQ023,CUST015,2024-10-02,2024-10-05,3.0,450,1350,1350.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01162,EQ023,CUST006,2024-12-15,2024-12-18,3.0,450,1350,1350.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01184,EQ023,CUST005,2025-01-09,2025-01-10,1.0,450,450,450.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01196,EQ023,CUST015,2025-01-14,2025-01-19,5.0,450,2250,2387.5,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01010,EQ024,CUST004,2024-09-13,2024-09-16,3.0,280,840,840.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01014,EQ024,CUST010,2024-09-19,2024-09-26,7.0,280,1960,1960.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01014,TXN01031"
TXN01031,EQ024,CUST001,2024-09-21,2024-10-05,14.0,280,3920,3728.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01014,TXN01031"
TXN01094,EQ024,CUST009,2024-10-09,2024-11-08,30.0,280,8400,8400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01094,TXN01067"
TXN01067,EQ024,CUST003,2024-10-10,2024-10-24,14.0,280,3920,3874.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01067,TXN01085"
TXN01085,EQ024,CUST009,2024-10-12,2024-10-14,2.0,280,560,560.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01067,TXN01085"
TXN01054,EQ024,CUST015,2024-10-14,2024-10-19,5.0,280,1400,1400.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01117,EQ024,CUST006,2024-11-01,2024-11-15,14.0,280,3920,3528.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01117,TXN01139"
TXN01139,EQ024,CUST002,2024-11-04,2024-11-11,7.0,280,1960,2141.3,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01139,TXN01110"
TXN01110,EQ024,CUST002,2024-11-07,2024-12-05,28.0,280,7840,6664.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01110,TXN01245"
TXN01245,EQ024,CUST002,2024-11-09,2024-12-07,28.0,280,7840,6664.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01110,TXN01245"
TXN01170,EQ024,CUST002,2024-12-25,2025-01-01,7.0,280,1960,1960.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01213,EQ024,CUST011,2025-01-03,2025-01-31,28.0,280,7840,7840.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01213,TXN01199"
TXN01199,EQ024,CUST014,2025-01-05,2025-01-19,14.0,280,3920,3532.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01213,TXN01199"
TXN01021,EQ025,CUST015,2024-09-01,2024-09-08,7.0,420,2940,2940.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01021,TXN01241"
TXN01241,EQ025,CUST015,2024-09-03,2024-09-10,7.0,420,2940,2940.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01021,TXN01241"
TXN01004,EQ025,CUST006,2024-09-13,2024-09-15,2.0,420,840,798.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01004,TXN01034"
TXN01034,EQ025,CUST014,2024-09-14,,,420,2100,2100.0,active,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01034,TXN01057"
TXN01057,EQ025,CUST005,2024-10-17,2024-10-22,5.0,420,2100,2100.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01034,TXN01057"
TXN01069,EQ025,CUST002,2024-10-29,2024-11-05,7.0,420,2940,2940.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01069,TXN01138"
TXN01138,EQ025,CUST008,2024-11-02,2024-11-30,28.0,420,11760,10784.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01138,TXN01103"
TXN01103,EQ025,CUST012,2024-11-07,2024-11-10,3.0,420,1260,1460.0,cancelled,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01138,TXN01103"
TXN01099,EQ025,CUST004,2024-11-21,2024-12-05,14.0,420,5880,5880.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01166,EQ025,CUST009,2024-12-07,2024-12-10,3.0,420,1260,1260.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
TXN01154,EQ025,CUST004,2024-12-24,2025-01-21,28.0,420,11760,15288.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01154,TXN01180"
TXN01180,EQ025,CUST007,2024-12-24,2025-01-21,28.0,420,11760,10584.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01180,TXN01209"
TXN01209,EQ025,CUST006,2025-01-02,2025-01-16,14.0,420,5880,5586.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01209,TXN01218"
TXN01218,EQ025,CUST012,2025-01-08,2025-01-29,21.0,420,8820,7497.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,True,"Overlapping rental with TransactionID(s): TXN01209,TXN01218"
TXN01187,EQ025,CUST010,2025-01-29,2025-02-12,14.0,420,5880,5292.0,completed,2026-03-02 23:16:44.361556,data/Equipment_Hire_Dataset.xlsx,,False,
